ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
5345,MEGASTORE - Espaço Metacons,,Construtora,Imobiliária,Cotia,SP,RMC / entorno,,,,,,,"Estr. Velha de Sorocaba, 109 - Granja Viana, Cotia - SP, 06709-015",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4719953203433777695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5346,MONTEIRO ENGENHARIA & ARQUITETURA,,Arquitetura,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Edificio The Square - SP-270, km 22 - Sl 438 - Lageadinho, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=767901894065396092&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5347,MS One Arquitetura & Design,,Arquitetura,Escritório da empresa,Cotia,SP,RMC / entorno,,,,,,,"Km 22,85 - Rod. Raposo Tavares - Lageadinho, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11157872120109193478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5348,MZC CONSTRUTORA,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Escritório R. Adib Auada, 35 CJ107 Bloco A - Granja Viana, Cotia - SP, 06710-700",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14757982932794311266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5349,Marcio Ferraz Arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Al. Tangará, 80 - Sl 313-B - Granja Viana, Cotia - SP, 06711-020",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=202544745312882236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5350,Marcos Luiz arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"R. Monet, 70 - Jardim Lambreta, Cotia - SP, 06710-660",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=499502012731234261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5351,Marques Interiores - Arquitetura & Designer de Interiores,,Arquitetura,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Rodovia Raposo Tavares, KM 22, Bloco E, Sala 605 - Lageadinho, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3144632688809890637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5352,Mega Construção e Incorporação LTDA,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - Granja Viana, Cotia - SP, 06710-700",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8175317707113675046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5353,Meneghisso & Pasquotto Serviços de Arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"R. José Félix de Oliveira, 834 - 05b - Chácara Granja Velha, Cotia - SP, 06708-645",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5890436781895645542&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5354,Multh Construtora Ltda,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Unnamed Road - Parque Frondoso, Cotia - SP, 06709-015",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3020540680609278687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5355,Multihall Steel Frame,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - Jardim Barbacena, Cotia - SP, 06710-670",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8444922843868959959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5356,Nativo Incorporadora,,Incorporadora,Serviços,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - 305 - Bloco C - Granja Viana, Cotia - SP, 06710-700",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16018734971802959578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5357,Nexus Engenharia e serviços,,Engenharia,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Al. Tangará - Jardim Barbacena, Cotia - SP, 06711-020",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6044537162967568384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5358,Novolar Incoporaçãoes e Construções Ltda,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Estr. Velha de Sorocaba, 695 - Parque Frondoso, Cotia - SP, 06709-320",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=136343448305655048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5359,Oficio da Arte - Arquitetura e Interiores,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"R. José Félix de Oliveira, 1270 - Sl 207-1 - Granja Viana, Cotia - SP, 06708-360",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11162595515912146211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5360,One Consultoria Imobiliaria,,Construtora,Imobiliária,Cotia,SP,RMC / entorno,,,,,,,"Rodovia Raposo Tavares, 22140 km 22 - Open Mall The Square- Bloco F - Salas 7 e 8 - Piso Terreo - Parque Frondoso, Cotia - SP, 06709-015",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15630771591011726444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5361,Organa Engenharia,,Engenharia,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. José Félix de Oliveira, 615 - Vila Santo Antônio, Cotia - SP, 06708-645",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4093324515574112646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5362,PRD Construtora,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. das Camurças, 05 - Jardim do Engenho, Cotia - SP, 06711-400",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13658377860694947693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5363,Pa 3 Arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Av. São Camilo, 899 - Sl 14 - Granja Viana, Cotia - SP, 06709-150",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16356390551688677250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5364,Pascheto Arquitetura e Design,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Open Mall The Square - SP-270, Km 22 - Sl 110 - bloco F - Lageadinho, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10860827848559111003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5365,Pitas Park,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Em frente a Chácara Celebridades - Estrada das Pitas - Pitas, Cotia - SP, 06704-400",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1415492821478848630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5366,RA Incorporadora e Construtora,,Incorporadora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"The Point Office - Al. Tangará, 80 - 3º andar, sala 324B - Granja Viana, Cotia - SP, 06711-020",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9697091955657963435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5367,Rangel Construções LTDA,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Monet, 566 - Horizontal Park, Cotia - SP, 06709-015",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17973740495280124850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5368,Retail360 Construtora de Lojas Comerciais,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - Jardim Barbacena, Cotia - SP, 06710-700",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14661099620593249790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5369,Rga Construções,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Av. João Paulo Ablas, 1850 - Jardim da Gloria, Cotia - SP, 06711-250",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16961155233149731265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5370,SENA Incorporadora,,Incorporadora,Imobiliária,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - Bloco B Sala 207 - Jardim Lambreta, Cotia - SP, 06710-700",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=590473721754006741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5371,SEVEN ARCH | Arquitetura e Design de Interiores - Filial Granja Viana,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Rod. Raposo Tavares - Granja Viana, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6997708478484488871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5372,Shiguematsu Arquitetos,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Av. São Camilo, 980 - Parque Frondoso - Granja Viana, Cotia - SP, 06709-150",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1509110585533819506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5373,Skanska Brasil,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Rua Monte Castelo, 91 - Jardim Lambreta, Cotia - SP, 06710-675",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18190529264307949291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5374,Sollitta - Soluções em Engenharia,,Engenharia,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Thomekiti Kira, 287 - Granja Viana, Cotia - SP, 06709-046",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6409686947018794548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5375,Studio Fernanda Cunha Arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Open Mall The Square - SP-270, Sala 235 - Bl A - Lageadinho, Cotia - SP, 06700-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3796955311407224277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5376,T J B Empreendimentos Artísticos,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Nova República, 315 - Granja Viana, Cotia - SP, 06709-085",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13285866080856847821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5377,TJHL,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Block C Room - SP-270 - Granja Viana, Cotia - SP, 06709-300",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2516520484640272581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5378,Tanz Engenharia,,Engenharia,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - cj 410A - Granja Viana, Cotia - SP, 06710-700",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10989943290636793496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5379,Thaís França Arquitetura,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"SP-270, 22 - Parque Frondoso, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5432214318944240601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5380,Thermal Energy,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Adib Auada, 35 - Sl 310 - Jardim Lambreta, Cotia - SP, 06710-700",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5228826518467041749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5381,Tioda Arquitetura (Tioda Arquitetura e Engenharia),,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"The Square Open Mall - SP-270, s/n - Km 22,14 - Sala 222 - Bloco F - Parque Frondoso, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10628087871135536217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5382,Trino Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Conselheiro Pena, 171 - Granja Viana, Cotia - SP, 06709-030",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13320506983680885049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5383,VG Empreendimentos Imobiliários e Constr,,Incorporadora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Matos Costa, 126 - Jardim Lambreta, Cotia - SP, 06710-670",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13156447363635873139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5384,VMN - Virginia Northrup Arquitetura,,Arquitetura,Escritório da empresa,Cotia,SP,RMC / entorno,,,,,,,"Rod. Raposo Tavares, km 22 - Lageadinho, Cotia - SP, 06709-015",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1347608678421875764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5385,Vrplan Orçamento e Planejamento de Obras,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Matos Costa, 131 - 6 - Jardim Recanto Suave, Cotia - SP, 06710-700",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8445881819957654314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5386,WCV Engenharia - Automação e Elétrica Industrial,,Engenharia,Fabricante,Cotia,SP,RMC / entorno,,,,,,,"R. Dom Joaquim, 689 - Granja Viana, Cotia - SP, 06709-020",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12598781697104929276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5387,West Fresa,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. Thomekiti Kira, 290 - Granja Viana, Cotia - SP, 06709-046",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16913168808187610745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5388,Zalkind & Teixeira Arquitetos Associados,,Arquitetura,Serviços,Cotia,SP,RMC / entorno,,,,,,,"Estrada da Aldeia, 186 - Granja Viana, Cotia - SP, 06709-300",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5484510227756403002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5389,Zatilha Construtora,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"R. José Félix de Oliveira, 1189 - Vila Santo Antônio, Cotia - SP, 06708-415",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8311620656491301083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5390,Zinco Residencial,,Construtora,Empreiteira,Cotia,SP,RMC / entorno,,,,,,,"Al. Tangará, 80 - CJ 111 B - Granja Viana, Cotia - SP, 06711-020",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=377690325007471535&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5391,3A Kwanzaa Engenharia Ltda,,Engenharia,Fabricante,Diadema,SP,RMC / entorno,,,,,,,"R. Orense, 41 - Sl 118 - Centro, Diadema - SP, 09920-650",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11751776937510990904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5392,4 Tech Construtora e Incorporadora Ltda,,Incorporadora,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Treze de Maio, 315 - Conj. 7 e 8 - Jardim Canhema, Diadema - SP, 09941-400",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7108980590115661972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5393,ALEX WESLEY BRITO,,Construtora,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Tiradentes, 181 - Centro, Diadema - SP, 09911-190",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17287447424159293010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5394,AMS Construções e Reformas,,Construtora,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Almerinda Maria da Silva, 10 - Conceição, Diadema - SP, 09991-010",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7836590754439868973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5395,AR Construtoras,,Construtora,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Monte Pascoal, 100 - Conceição, Diadema - SP, 09911-495",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2791306350686653341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5396,ASPER ENGENHARIA CONTRA INCÊNDIO,,Engenharia,Serviços,Diadema,SP,RMC / entorno,,,,,,,"R. Dezenove de Novembro, 110 - Centro, Diadema - SP, 09912-140",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2652542329641531937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5397,"AVITA CONSTRUTORA E INCORPORAÇÕES LTDA""...",,Construtora,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Manoel da Nóbrega - Centro, Diadema - SP, 09910-720",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17201937171225348082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5398,Active Engenharia,,Engenharia,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"Rua das Turmalinas, 88 - Jd. Donini, Diadema - SP, 09920-500",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10824720704043109577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5399,Andrade Cavalcante Engenharia,,Engenharia,Consultoria,Diadema,SP,RMC / entorno,,,,,,,"R. Orense, n° 41 - Centro, Diadema - SP, 09920-650",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9181072610948734136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
5400,Antonio Silva Engenharia,,Engenharia,Empreiteira,Diadema,SP,RMC / entorno,,,,,,,"R. Pastor Samuel Spazzapan, 42 - Vila Santa Maria, Diadema - SP, 09980-690",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11475135660972645686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
