ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
9717,Saraiva manutenção,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Dr. Carlos Chagas - Haras Paineiras, Salto - SP, 13324-414",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17249657262151225072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9718,Sindicato dos Trabalhadores nas Indústrias da Construção e do Mobiliário de Salto,,Construtora,Associação / organização,Salto,SP,RMC / entorno,50,,,,,,"R. Benjamin Constant, 95 - Centro, Salto - SP, 13320-120",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13729241300642376315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9719,Skina Ferro&Aço,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Santos Dumont, 447 - Bela Vista, Salto - SP, 13321-300",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18356625955977346576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9720,Steel Frame Eng. Eduardo Freitas,,Construtora,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. Vital Brasil, 574 - Jardim Sao Francisco, Salto - SP, 13320-490",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17148827880081321183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9721,Studio MS,,Construtora,Imobiliária,Salto,SP,RMC / entorno,50,,,,,,"R. Prudente de Moraes, 160 - Centro, Salto - SP, 13320-160",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1657194931780281621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9722,Team Prime - Venda e Aluguel de Imóveis,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Quintino Bocaiúva, 510 - Centro, Salto - SP, 13320-110",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15980351336574925694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9723,Terra Empreendimentos,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Novik, 163 - Bairro Olaria, Salto - SP, 13329-620",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7571356131123302565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9724,Transvias Sinalização,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Av. Remigio Dalla Vecchia, 273 - Jardim Nair Maria, Salto - SP, 13322-270",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6436113203894818564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9725,"VLMB - Produtos e Serviços para Obras, Construções e Reformas",,Construtora,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. Zequinha de Abreu, 454 - Terras de Monte Serrat, Salto - SP, 13327-165",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=262720601598429923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9726,faço e reformo,,Construtora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Acácio Rodrigues de Morães, 620 - Jardim Sao Joao, Salto - SP, 13327-220",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7206867573773634821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9727,Eletricista Residencial e Predial. Galvão Empreiteira,,Empreiteira,Eletricista,Salto,SP,RMC / entorno,50,,,,,,"R. Manaus, 125 - Jardim Paraiso, Salto - SP, 13321-383",,Proprietario / Encarregado geral,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=72466424057486692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9728,AA Soluções em Engenharia,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Campo Grande, 225 - Jardim Panorama, Salto - SP, 13322-403",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1658941988459241271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9729,ATIVA+ ENGENHARIA ELÉTRICA - SALTO E REGIÃO,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. Fernão Álvares de Andrade, 20 - Santa Marta, Salto - SP, 13323-362",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7515893484577477323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9730,De Miranda Engenharia Ltda.,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Catanduva, 376 - Jardim Marilia, Salto - SP, 13323-031",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=335368376552299179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9731,E.L. Engenharia,,Engenharia,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. Catânia, 51 - Jardim Europa, Salto - SP, 13321-484",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17602724142141151644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9732,Escola E3 Engenharia - Cursos,,Engenharia,,Salto,SP,RMC / entorno,50,,,,,,"R. Prudente de Moraes, 742 - 1ºAndar - Vila Nova, Salto - SP, 13322-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7300722431914964544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9733,Farias - Engenharia Mecânica,,Engenharia,Fabricante,Salto,SP,RMC / entorno,50,,,,,,"Av. dos Migrantes, 816 - Jardim Planalto, Salto - SP, 13322-170",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3698210588354018724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9734,Fire Protec - Engenharia Contra Incêndio,,Engenharia,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. Bernardino de Campos, 177 - Vila Nova, Salto - SP, 13322-050",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12089316609501356934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9735,Firemaster Engenharia Contra Incêndio,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. Nove de Julho, 896 - Vila Nova, Salto - SP, 13322-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3566744356815734741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9736,Flash Engenharia,,Engenharia,Escritório da empresa,Salto,SP,RMC / entorno,50,,,,,,"Av. Mal. Rondon, 1920 - Jardim Santa Cruz, Salto - SP, 13323-505",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7689501104101272849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9737,Flaviana Bergamo Engenharia,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. Barão do Rio Branco, 618 - Centro, Salto - SP, 13320-270",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10127092168015080104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9738,G e L Mendes Engenharia,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. Joaquim Nabuco, 465 - Sl 09 - Jardim Tres Marias, Salto - SP, 13320-522",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4363872399755190268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9739,GAIA ENGENHARIA E CONSULTORIA,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"R. São Cirilo, 218 - Res. Sao Gabriel, Salto - SP, 13327-530",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13347266620086854567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9740,Gigtech Engenharia,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Av. Brasília, 1130 - Jardim D'icarai, Salto - SP, 13328-302",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10505076774575314566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9741,Kadrium Engenharia Integrada,,Engenharia,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. Nove de Julho, 896 - Centro, Salto - SP, 13322-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9711426164571943966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9742,MRV Engenharia,,Engenharia,Imobiliária,Salto,SP,RMC / entorno,50,,,,,,"Av. dos Migrantes, 1120 - Jardim das Nacoes, Salto - SP, 13320-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2255718014011400392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9743,MRV Engenharia e Participações Sa,,Engenharia,Imobiliária,Salto,SP,RMC / entorno,50,,,,,,"R. Rodrigues Alves, 153 - Centro, Salto - SP, 13320-130",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8746978458590316355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9744,MekCil Engenharia Ltda,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Praia de Ipanema, 725 - Jardim Sol D'icarai, Salto - SP, 13327-130",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5369173879667509033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9745,Nogueira Engenharia & Tecnologia,,Engenharia,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. Santa Rosália, 1305 - Jardim Nova Era, Salto - SP, 13327-549",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16793085658878583168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9746,Portal Engenharia Solar,,Engenharia,Serviços,Salto,SP,RMC / entorno,50,,,,,,"Rua Batalha de Itororó, 1200 - Distrito Industrial, Salto - SP, 13329-430",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2691363664482448957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9747,Prumo Engenharia - Escritório Salto/Sp,,Engenharia,Escritório da empresa,Salto,SP,RMC / entorno,50,,,,,,"Av. Pres. Jânio Quadros, 146 - Jardim Marilia, Salto - SP, 13322-133",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6637352009947754806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9748,RB - ENGENHARIA CIVIL,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. São Mateus, 79 - Jardim Nova Era, Salto - SP, 13327-360",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11857804881998043502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9749,RP Projetos e Engenharia,,Engenharia,Escritório da empresa,Salto,SP,RMC / entorno,50,,,,,,"R. Frei Henrique de Coimbra, 79b - Vila Norma, Salto - SP, 13327-311",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18199878609210356771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9750,Rafael Camilo Engenharia,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Rua 24 de Outubro, 1287 - Centro, Salto - SP, 13321-250",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14925008160017441383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9751,Renove Engenharia,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Jornal O Saltense, 80 - Nossa Sra. do Monte Serrat, Salto - SP, 13323-746",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4590652764967440327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9752,"SSF - PROJETOS ESTRUTURAIS, CONCRETO ARMADO E ESTRUTURAS METÁLICAS.",,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Av. dos Peixes, 187 - Salto de São José, Salto - SP, 13324-280",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17486757648925901475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9753,Santana Engenharia,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Av. da Padroeira, 296 - Res. São Gabriel II, Salto - SP, 13327-543",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10214360208347562821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9754,Smart Machinnery Engenharia,,Engenharia,Consultoria,Salto,SP,RMC / entorno,50,,,,,,"R. João Baptista Caleffo, 397 - Jd. Imperial, Salto - SP, 13323-774",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2499292836837354673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9755,Solos Engenharia e Consultoria,,Engenharia,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Av. dos Migrantes, 816 - Jardim Planalto, Salto - SP, 13322-170",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6275643038226724687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9756,Cclar Empreendimentos Imobiliarios,,Incorporadora,Imobiliária,Salto,SP,RMC / entorno,50,,,,,,"R. Corinto A. da Silva, 62 - Condomínio Fechado Village Zuleika Jabour, Salto - SP, 13329-223",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15019819298303125325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9757,Mutolese Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Rua Doutor Walter Edgard Maffei, 380 - Haras Paineiras, Salto - SP, 13320-000",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6870776254285686568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9758,Mário Russo Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. José Galvão, 220 - Centro, Salto - SP, 13320-170",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5418202621558736659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9759,Nextimob Empreendimentos Imobiliários,,Incorporadora,Fabricante,Salto,SP,RMC / entorno,50,,,,,,"R. Casemiro de Abreu, 211 - Vila Progresso, Salto - SP, 13321-170",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9642443081453318428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9760,Poli Prem Construtora e Incorporadora,,Incorporadora,,Salto,SP,RMC / entorno,50,,,,,,"Av. Tranquillo Giannini, 991 - Distrito Industrial, Salto - SP, 13329-600",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13034453366888778231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9761,Terra Inc Empreendimentos Imobiliários,,Incorporadora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Nove de Julho, 709 - Centro, Salto - SP, 13320-005",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6352634344813366663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9762,"EPM Empreendimentos - Loteamentos Residenciais e Comerciais em Salto, Itu, Indaiatuba e região - Interior de SP",,Loteadora,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Rui Barbosa, 428 - Centro, Salto - SP, 13320-230",,Diretor de Incorporacao / Gerente de Empreendimentos,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10833497593101110559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9763,Loteamento Residencial Morro da Mata,,Loteadora,Imobiliária,Salto,SP,RMC / entorno,50,,,,,,"Av. Pontes de Miranda, 74 - Res. Parque Laguna, Salto - SP, 13322-374",,Diretor de Incorporacao / Gerente de Empreendimentos,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7212842958905739599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9764,FB Terraplenagem e Pavimentadora,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. das Nações Unidas, 1562 - Jardim Nair Maria, Salto - SP, 13329-250",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5712754626905643997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9765,GR Perfuração em concreto,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Rua Estado do Ceará, 310 - Lot. Terras de Sao Pedro e Sao Paulo, Salto - SP, 13324-462",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12068713176629144100&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9766,"Gera Fundações, escavações e terraplanagem",,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Luiz Castellari - Jardim Nair Maria, Salto - SP, 13322-280",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8760159946155639797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9767,Gr Terraplanagem e Servicos.,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Estado de Minas Gerais, 283 - Lot. Terras de Sao Pedro e Sao Paulo, Salto - SP, 13324-460",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7889988071845553100&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9768,Grande avanço terraplanagem,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"Rua Pirassununga, Salto - SP, 13323-023",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15665324312086228793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9769,JH Terraplanagem e Engenharia,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Pirassununga, 268 - Jardim Marilia, Salto - SP, 13323-023",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15500817603291435019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9770,JM Demolição e Desmonte de Rocha,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Floriano Peixoto, 2782 - Jardim das Nacoes, Salto - SP, 13322-164",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17524856097648179674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
9771,JR TERRAPLENAGEM PAVIMENTAÇAO JPEDRAS,,Terraplenagem/Infra,Empreiteira,Salto,SP,RMC / entorno,50,,,,,,"R. Votorantim, 108 - Jardim da Cidade III, Salto - SP, 13323-052",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17220965320565612590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
