#,Empresa,Segmento,Cidade,UF,Regiao,Telefone,Site,Email,Nota,Avals,Endereco,Google_Maps,Dist_Louveira_km,Enriquecido,Nome_Decisor,Status_Prospeccao,Observacoes
8297,Construtec - Engenharia empreendimentos,Engenharia,Sao Paulo,SP,Foco,(11) 96763-6607,,,5,5,"Rua: Padre João Gonçalves, 100 - Pinheiros, São Paulo - SP, 05432-040",https://maps.google.com/?cid=509046292773860932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8298,Construtec engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 98434-1688,http://www.construtecengenharia.com.bt/,,5,2,"R. Atos Damasceno - Vila Santa Catarina, São Paulo - SP, 04372-000",https://maps.google.com/?cid=6811110688735136187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8299,Construtec Engenharia & Assessoria,Engenharia,Sao Paulo,SP,Foco,(11) 95343-6385,https://aconstrutec.com.br/,,5,9,"Av. Nordestina, 2780 - São Miguel, São Paulo - SP, 08042-117",https://maps.google.com/?cid=7279253232517859929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8300,Construteg Engenharia e Consultoria LTDA,Engenharia,Sao Paulo,SP,Foco,(11) 98842-6515,,,5,1,"R. Olivaldo Vila Nova - Jardim Cidalia, São Paulo - SP, 04652-035",https://maps.google.com/?cid=8202944560404684155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8301,Continuum Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94138-2593,,,4,1,"Av. Gameleira Branca, 332 - Jardim Brasilia, São Paulo - SP, 03585-000",https://maps.google.com/?cid=1958852231988978496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8302,Contracta Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 5012-7841,,,3,2,"R. dos Jequitibás, 87 - Jabaquara, São Paulo - SP, 04321-090",https://maps.google.com/?cid=6642407216746768168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8303,Copatec Engenharia e Tecnologia,Engenharia,Sao Paulo,SP,Foco,(11) 3567-9901,http://www.copatec.com.br/,,5,8,"R. Costeira, 815 - Jardim Arize, São Paulo - SP, 03573-010",https://maps.google.com/?cid=3941093647089703007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8304,Correia Engenharia Civil,Engenharia,Sao Paulo,SP,Foco,(11) 95784-2148,https://www.instagram.com/correia.engenhariacivil?igsh=c2c5OWg1OXh3dGg2,,5,1,"R. Frei Duarte Jorge de Mendonça - Vila Andrade, São Paulo - SP, 05625-060",https://maps.google.com/?cid=9973931492203396075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8305,Corremapri Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96183-7021,,,4,5,"Av. do Rio Bonito, 2668 - Socorro, São Paulo - SP, 04776-003",https://maps.google.com/?cid=10466112589802212549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8306,COS ENGENHARIA E PROJETOS LTDA,Engenharia,Sao Paulo,SP,Foco,,http://www.cosengenhariaeprojetos.com.br/,,,,"R. Doze de Setembro, 1306 - Vila Guilherme, São Paulo - SP, 02052-001",https://maps.google.com/?cid=16279875056165101870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8307,Costa Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 91358-4350,http://jccostaengenharia.com.br/,,5,1,"Rua Tufik Mereb, n° 1.017 - Jardim Pirituba, São Paulo - SP, 02985-000",https://maps.google.com/?cid=16511933165965093699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8308,Costa Lima Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 97978-7957,http://www.costalimaengenharia.com.br/,,,,"R. João Batista Marcondes, 127 - Parque Fernanda, São Paulo - SP, 05889-300",https://maps.google.com/?cid=108001609179685245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8309,Costa Pinho Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99112-3792,https://costapinhoengenharia.com.br/,,5,1,"Alameda Afonso Schmidt, 119 - Santana, São Paulo - SP, 02450-000",https://maps.google.com/?cid=16948919367593015944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8310,Costa Prado Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96077-5280,,,5,1,"R. Taiuvinha, 579 - Vila Jacuí, São Paulo - SP, 08060-040",https://maps.google.com/?cid=14601292810709506817&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8311,Costa Sales Engenharia - Avaliação de imóveis em São Paulo,Engenharia,Sao Paulo,SP,Foco,(11) 96845-8350,https://costasaleseng.com.br/,,5,14,"Av. Paulista, 91 - CJ 905 - Bela Vista, São Paulo - SP, 01311-000",https://maps.google.com/?cid=7739228823998223345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8312,"Costanobre Engenharia e Treinamento - Laudos, Perícias, Inspeções Prediais e Treinamentos",Engenharia,Sao Paulo,SP,Foco,(11) 4105-2707,https://costanobreengenharia.com.br/,,5,51,"Av. Paulista, 171 - 4 Andar - Bela Vista, São Paulo - SP, 01311-000",https://maps.google.com/?cid=2604847873283774500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8313,Cota Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96182-8300,,,3,4,"Rua Vergueiro, 360 - Sl 1004 - Liberdade, São Paulo - SP, 01504-000",https://maps.google.com/?cid=3552990254700002969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8314,CR8 Engenharia Estratégica,Engenharia,Sao Paulo,SP,Foco,(11) 91265-7132,https://www.instagram.com/cr8.engenharia/,,5,10,"Pça. Sílvio Romero, 229 - Tatuapé, São Paulo - SP, 03323-000",https://maps.google.com/?cid=15292820439972992086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8315,CRART Engenharia Ltda,Engenharia,Sao Paulo,SP,Foco,(11) 99101-9168,,,5,2,"rua jose bonifacio - R. Aglaê Reis, 173 - Vila Fachini, São Paulo - SP, 04334-005",https://maps.google.com/?cid=8995820082664246081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8316,Creek Engenharia e Projetos,Engenharia,Sao Paulo,SP,Foco,,http://www.creekengenharia.com.br/,,5,5,"R. Cel. José Eusébio, 95 - Higienópolis, São Paulo - SP, 01239-030",https://maps.google.com/?cid=11434182469686206783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8317,Crescêncio Petrucci Jr Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94732-0883,,,4.6,12,"R. Domingos Rodrigues, 341 - Lapa, São Paulo - SP, 05075-000",https://maps.google.com/?cid=1893104789588582984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8318,Criativa Engenharia | Manutenção Predial,Engenharia,Sao Paulo,SP,Foco,(11) 3798-2544,https://servicoscriativa.com.br/,,5,1,"Alameda Afonso Schmidt, 196 - Sl 6 - Santa Teresinha, São Paulo - SP, 02450-000",https://maps.google.com/?cid=12498544692833795258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8319,Croire Engenharia e Consultoria,Engenharia,Sao Paulo,SP,Foco,(11) 93269-0678,https://www.croireengenharia.com.br/,,5,1,"Av. Luiz Ferreira da Silva, 227 - Vila Santa Clara, São Paulo - SP, 03273-050",https://maps.google.com/?cid=3510337078036034514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8320,Cronos Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 98769-1496,,,5,2,"R. Nanterre, 20 - Jardim Colonial, São Paulo - SP, 04813-050",https://maps.google.com/?cid=7659536851140747868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8321,CSO SOLUÇOES EM ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 2335-7238,,,5,3,"R. Eugênio Kusnet, 62 - Vila Santa Teresa (Zona Sul), São Paulo - SP, 04187-310",https://maps.google.com/?cid=15260351726202094397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8322,CTL Engenharia Ltda,Engenharia,Sao Paulo,SP,Foco,(11) 3740-9930,http://www.ctlengenharia.com.br/,,4.4,12,"Av. Dr. Guilherme Dumont Vilares, 1410 - 05o. Andar - Jardim Londrina, São Paulo - SP, 05640-003",https://maps.google.com/?cid=5807311339611022281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8323,Cumora Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 4327-5777,,,5,2,"Av. Prof. Francisco Morato, 2347 - Sl 1 - Caxingui, São Paulo - SP, 05513-300",https://maps.google.com/?cid=3648566880971818362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8324,"CWN Engenharia, Projetos e Segurança.",Engenharia,Sao Paulo,SP,Foco,(11) 99410-3031,http://www.cwnengenha.com.br/,,4.9,35,"R. Ararapira, 80 - Vila da Saúde, São Paulo - SP, 04069-901",https://maps.google.com/?cid=10444892214380050776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8325,D & C Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94795-8100,https://decengenharia.wixsite.com/meusite,,5,1,"R. Pierre Berton, 7 - Jardim Itapura, São Paulo - SP, 04433-140",https://maps.google.com/?cid=1303468802207657154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8326,D Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 97485-2674,http://dengenharia.app/,,5,3,"Av. Brig. Faria Lima, 1811 - Esc 1119 - Jardim Paulistano, São Paulo - SP, 01452-001",https://maps.google.com/?cid=10237256832285322132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8327,D&D Engenharia Civil,Engenharia,Sao Paulo,SP,Foco,(11) 98194-9507,,,5,10,"R. Azurita, 48 - Canindé, São Paulo - SP, 03034-050",https://maps.google.com/?cid=7612247664016495386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8328,D'Engenharia & Consultoria,Engenharia,Sao Paulo,SP,Foco,(11) 97129-4907,,,4.7,7,"Av. Itaim, 67 - Vila Itaim, São Paulo - SP, 08110-840",https://maps.google.com/?cid=15669514224588299748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8329,D'LIMA ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 98483-7520,https://www.dlimaengenharia.com.br/,,5,15,"Av. Brig. Faria Lima, N° 1811 - Sl 1119 - Jardim Paulistano, São Paulo - SP, 01452-001",https://maps.google.com/?cid=191761470002156394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8330,D.Cortez Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2129-8042,http://www.dcortez.com.br/,,5,2,"Rua Miguel Zuccas, 214 - Parque da Mooca, São Paulo - SP, 03124-040",https://maps.google.com/?cid=11671085793603862512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8331,D2TECH Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3031-3253,http://www.d2tech.com.br/,,4.5,25,"Av. Brig. Faria Lima, 1893 - Jardim Paulistano, São Paulo - SP, 01451-001",https://maps.google.com/?cid=3803069278087528344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8332,Damaceno Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99236-9302,http://www.damacenoengenharia.com.br/,,3,4,"Estr. das Lágrimas, 3666 - São João Climaco, São Paulo - SP, 04244-000",https://maps.google.com/?cid=5695671934571986824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8333,Daruix Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3151-3019,http://www.daruix.com.br/,,4,7,"R. Antônio Camardo, 449 - Vila Gomes Cardim, São Paulo - SP, 03309-060",https://maps.google.com/?cid=14901390281634705327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8334,Dasco Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3744-4528,https://www.dascoengenharia.com.br/,,4.3,9,"R. Bartolomé Carducho, 335 - Vila Sonia, São Paulo - SP, 05541-130",https://maps.google.com/?cid=124077608010237352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8335,DATECH ENGENHARIA CIVIL,Engenharia,Sao Paulo,SP,Foco,(11) 96501-3334,http://datechengenharia.com.br/,,5,1,"R. Jaracatiá, 355 - cj 25 sala 13 - Jardim Umarizal, São Paulo - SP, 05754-070",https://maps.google.com/?cid=13699949293353457206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8336,DEA ENGENHARIA LTDA,Engenharia,Sao Paulo,SP,Foco,,https://engenhariadea.com.br/,,4.5,8,"Rua Victório Lazzari, 21 - Itaquera, São Paulo - SP, 08295-330",https://maps.google.com/?cid=4310499432974923723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8337,DEAAZ Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2597-8778,,,5,5,"R. Francisco Basílio de Melo, 131 - Parque Maria Domitila, São Paulo - SP, 05128-200",https://maps.google.com/?cid=14790725781641263612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8338,Debora Xavier Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 93908-0091,http://wa.me/5511939080091,,5,2,"Av. Parada Pinto, 509 - Vila Nova Cachoeirinha, São Paulo - SP, 02611-000",https://maps.google.com/?cid=17855193462159537573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8339,Del Giudice & Siqueira Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2096-5191,http://dgsengenharia.eng.br/,,5,3,"R. Florindo Brás, 46 - Mooca, São Paulo - SP, 03331-030",https://maps.google.com/?cid=12183946732675816146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8340,DELLUT ENGENHARIA,Engenharia,Sao Paulo,SP,Foco,(11) 2925-2995,https://dellut.com.br/,,4.7,25,"R. Artur Sabóia, 407 - Paraíso, São Paulo - SP, 04104-060",https://maps.google.com/?cid=6977579054487232762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8341,Delmat Engenharia e Tecnologia,Engenharia,Sao Paulo,SP,Foco,(11) 2973-3539,http://www.delmat.com.br/,,5,5,"R. Conselheiro Saraiva, 341 - Sl 08 - Santana, São Paulo - SP, 02037-020",https://maps.google.com/?cid=10647643295660163620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8342,Delta Engenharia São Paulo,Engenharia,Sao Paulo,SP,Foco,(11) 91282-2006,https://www.deltaengenhariabr.com.br/,,,,"Av. Pres. Juscelino Kubitschek, 1327 - CJ 41 - Itaim Bibi, São Paulo - SP, 04543-011",https://maps.google.com/?cid=10718868909534944308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8343,Delta Mais Engenharia Ltda,Engenharia,Sao Paulo,SP,Foco,(12) 99134-8179,http://www.deltamais.com.br/,,5,1,"Rua Booker Pittman, 139 - Santo Amaro, São Paulo - SP, 04719-060",https://maps.google.com/?cid=7115562476729844306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8344,Demanda Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99825-5780,,,,,"Av. Manuel Velho Moreira - Parque Colonial, São Paulo - SP, 03967-010",https://maps.google.com/?cid=12694923410398472701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8345,Departamento de Engenharia Metalúrgica e de Materiais,Engenharia,Sao Paulo,SP,Foco,(11) 3091-5235,http://www.pmt.usp.br/,,4.8,37,"Av. Professor Mello Moraes, 2463 - Butantã, São Paulo - SP, 05508-030",https://maps.google.com/?cid=15796135481460807937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8346,Descomplica Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99131-1354,,,,,"R. Ângelo Mendes de Almeida, 78 - Jardim Aeroporto, São Paulo - SP, 04357-020",https://maps.google.com/?cid=12331413178533360548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8347,DESONTINI ENGENHARIA E PROJETOS S/S LTDA,Engenharia,Sao Paulo,SP,Foco,(11) 98603-0724,https://www.desontini.com/,,,,"Parque Domingos Luís, 51 - Jardim São Paulo, São Paulo - SP, 02043-081",https://maps.google.com/?cid=7510705230612403334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8348,Detech Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 2056-4709,http://www.detech.eng.br/,,4.7,17,"Av. Esperantina, 1011 - Parque Paineiras, São Paulo - SP, 03693-030",https://maps.google.com/?cid=17047108626027989803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8349,Dexa Engenharia,Engenharia,Sao Paulo,SP,Foco,(13) 99794-0027,https://dexaengenharia.com.br/,,5,12,"Av. Paulista, 777 - SALA 102 ANEXO 1114 CEP: 01.311-914 - Bela Vista, São Paulo - SP, 01311-914",https://maps.google.com/?cid=4306858528892525251&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8350,DFranco Engenharia e Consultoria,Engenharia,Sao Paulo,SP,Foco,(11) 97533-0076,,,5,3,"Av. Pedro Bueno, 1208 - Jabaquara, São Paulo - SP, 04342-001",https://maps.google.com/?cid=16982664377388024793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8351,DGCON Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96082-7118,,,,,"Tv. Nilo Chagas, 10 - Fazenda da Juta, São Paulo - SP, 03977-415",https://maps.google.com/?cid=12063843415507795308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8352,DÍNAMO ENGENHARIA ELÉTRICA (ELETROPAULO),Engenharia,Sao Paulo,SP,Foco,,,,4.1,12,"R. Tomás Speers, 419 - Vila Maria Baixa, São Paulo - SP, 02118-010",https://maps.google.com/?cid=78639412810650661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8353,Dinar engenharia,Engenharia,Sao Paulo,SP,Foco,,http://eupavconstrutora.com.br/,,4.3,3,"Rua Dr. Luiz Migliano, 1.986 - 17º andar - sala 1701 - Vila Andrade, São Paulo - SP, 05711-001",https://maps.google.com/?cid=5926483066426442089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8354,Disponível Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 99411-8681,https://www.disponivelengenharia.com/,,5,2,"R. Alfredo Guedes, 72 - Sl 43 - Santana, São Paulo - SP, 02034-010",https://maps.google.com/?cid=721575073517420669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8355,DJL Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96040-7727,,,5,5,"R. Pamplona, 1445 - Jardim Paulista, São Paulo - SP, 01405-002",https://maps.google.com/?cid=12805278395061323084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8356,DM Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 96791-3072,https://devanirsp.wixsite.com/website,,,,"R. Francisco Nunes - Jardim Cinco de Julho, São Paulo - SP, 03953-020",https://maps.google.com/?cid=17351348967675631075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8357,DMM Engenharia Ltda,Engenharia,Sao Paulo,SP,Foco,(11) 99573-4571,http://www.dmmengenharia.com.br/,,,,"Rua Tamataí, 189 - Vila Alpina, São Paulo - SP, 03212-050",https://maps.google.com/?cid=1446405019710019586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8358,DMR Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3097-0103,https://www.dmrengenharia.com.br/,,5,2,"Av. Imperatriz Leopoldina, 957 - Vila Leopoldina, São Paulo - SP, 05305-001",https://maps.google.com/?cid=2260390736258243127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8359,DN Engenharia e Gestão de Riscos,Engenharia,Sao Paulo,SP,Foco,(11) 95903-7537,http://dnengenhariagr.com.br/,,5,1,"Rua: Nhatumani, 1015 - Vila Ré, São Paulo - SP, 03663-000",https://maps.google.com/?cid=5671257050384285290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8360,Doutores da Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 95654-6997,,,,,"R. Cel. Francisco Inácio, 78 - Vila Moinho Velho, São Paulo - SP, 04286-000",https://maps.google.com/?cid=997556618083350185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8361,Drawcad Brasil Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 3596-6730,http://drawcad.com.br/,,5,4,"Rua Irmão João Creff, 173 - Vila Aurora (Zona Norte), São Paulo - SP, 02411-040",https://maps.google.com/?cid=15624097370162708380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
8362,DRCpro Engenharia,Engenharia,Sao Paulo,SP,Foco,(11) 94716-7827,http://www.drc.eng.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7563212351824717671,,5,32,"R. Américo Vespucci, 930 - 1° Andar - Vila Prudente, São Paulo - SP, 03135-010",https://maps.google.com/?cid=5895785063304951609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Sim,,Nao iniciado,
