#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
1359,GAB Engenharia LTDA,Eng,Campinas,(19) 3273-1509,gabengenharia.com.br,4.2,17,"Rua Barão de Jaguara, 655 - Centro, Campinas - SP, 13015-001",https://maps.google.com/?cid=15569673386540235209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1360,GF ENGENHARIA E CONSULTORIA,Eng,Campinas,(19) 98599-7467,gf.eng.br,5,1,"Rua Santa Cruz, 387 - Cambuí, Campinas - SP, 13024-100",https://maps.google.com/?cid=14769824240646158557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1361,GG Engenharia,Eng,Campinas,(19) 99797-0852,,5,1,"R. Joaquim Vilac, 737 - Vila Teixeira, Campinas - SP, 13032-385",https://maps.google.com/?cid=6525213114440094389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1362,GMB - Engenharia Civil,Eng,Campinas,(19) 98843-4123,,5,2,"R. João Vedovello, 10 - Fazenda Santa Cândida, Campinas - SP, 13087-540",https://maps.google.com/?cid=16030908591469306182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1363,GNL Engenharia - Obras / Reformas- Residenciais e Comerciais,Eng,Campinas,(19) 99888-8072,instagram.com,5,76,"Av. Aquidabã, 883 - Sl 64 - Bosque, Campinas - SP, 13105-210",https://maps.google.com/?cid=10717890148092618832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1364,GP Engenharia Diagnóstica,Eng,Campinas,(19) 98264-3510,gpengenhariadiagnostica.com.br,5,66,"Av. Ruy Rodriguez, 3289 - Vila Aeroporto, Campinas - SP, 13060-646",https://maps.google.com/?cid=15877040270921352803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1365,Gama Engenharia,Eng,Campinas,(19) 98866-2697,,5,1,"R. João de Camargo - Jardim Alto da Barra, Campinas - SP, 13091-203",https://maps.google.com/?cid=16964929090453983279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1366,Gaúcho Engenharia do Frame,Eng,Campinas,(51) 99531-3532,gauchoengenharia.com.br,4.8,6,"Av José Bonfácio - Av. José Bonifácio Coutinho Nogueira - Jardim Madalena, Campinas - SP, 13091-611",https://maps.google.com/?cid=9047417368164295553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1367,Geoprova Engenharia,Eng,Campinas,(19) 99931-8991,geoprova.com.br,4.9,17,"R. Pedro Stancato, 861 - Chácaras Campos dos Amarais, Campinas - SP, 13082-050",https://maps.google.com/?cid=349239101118726221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1368,Gil Chinellato Engenharia Estrutural,Eng,Campinas,(19) 3254-5582,gc.eng.br,,,"R. Dona Presciliana Soares, 58 - Cambuí, Campinas - SP, 13025-080",https://maps.google.com/?cid=17057158790894531340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1369,Gomes Engenharia,Eng,Campinas,(19) 98909-0391,enggomes.com,,,"R. Teresinha Medeiros Jorge, 27 - Jardim Carlos Lourenço, Campinas - SP, 13101-136",https://maps.google.com/?cid=3073583493985257553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1370,Grupo Jb Engenharia,Eng,Campinas,(19) 98307-7155,,,,"R. Aldo Fernandes, 181 - Dic IV (Conjunto Hab. Lech Walesa), Campinas - SP, 13054-400",https://maps.google.com/?cid=2927589032410920903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1371,Grupo Paiva Consultoria e Engenharia,Eng,Campinas,(19) 98435-5015,grupopaivaconsultoria.com.br,4.7,28,"R. Itapecirica da Serra, 1121 - Cidade Jardim, Campinas - SP, 13050-410",https://maps.google.com/?cid=5401251848796366016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1372,HEF ENGENHARIA,Eng,Campinas,(19) 3395-5992,,5,1,"R. Rodolfo Liner, 177 - Jardim Londres, Campinas - SP, 13060-243",https://maps.google.com/?cid=7538826954015951533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1373,HJ Engenharia,Eng,Campinas,(19) 98299-3082,hjengenhariacivil.com.br,5,2,"Av. Antônio Artioli, 570 - Swiss Park, Campinas - SP, 13049-253",https://maps.google.com/?cid=5580950849547329770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1374,HM Engenharia - Escritório Administrativo,Eng,Campinas,4000-1430,eme.maishm.com.br,2.5,90,"Av. Barão de Itapura, 2294 - Botafogo, Campinas - SP, 13073-300",https://maps.google.com/?cid=16569913027148812552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1375,HPF Engenharia e Projetos,Eng,Campinas,(19) 3233-6233,hpfengenharia.com,5,1,"Av. Barão de Itapura, 1518 - Vila Itapura, Campinas - SP, 13020-000",https://maps.google.com/?cid=18062153733668823280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1376,HPP Engenharia,Eng,Campinas,(19) 3294-2000,hppengenharia.com.br,,,"R. Comendador Tórlogo Dauntre, 133 - Cambuí, Campinas - SP, 13025-270",https://maps.google.com/?cid=4307631395930735229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1377,Holos Engenharia Estrutural,Eng,Campinas,(19) 99652-8501,holosengenharia.com.br,,,"R. João Miguel Alves, 29 - Vila 31 de Março, Campinas - SP, 13091-554",https://maps.google.com/?cid=7218214661644300881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1378,Inspectio Engenharia de Avaliações e Perícias,Eng,Campinas,(19) 3258-6414,inspectio.com.br,5,10,"R. Álvares Machado, 460 - Centro, Campinas - SP, 13013-070",https://maps.google.com/?cid=7616021209875700128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1379,Integgre Engenharia Integrada,Eng,Campinas,(19) 98170-6418,integgre.com.br,4.7,86,"Rua Barão de Paranapanema, 146 - Vila Jequitibas, Campinas - SP, 13026-010",https://maps.google.com/?cid=377687141579081576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1380,Isogonal Engenharia e Topografia - Campinas/SP,Eng,Campinas,(19) 98317-0263,isogonal.com.br,5,1,"R. Rio Grande do Sul, 167 - São Bernardo, Campinas - SP, 13030-290",https://maps.google.com/?cid=17319005785137885024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1381,J Lima Engenharia,Eng,Campinas,(19) 99144-1807,grupojlima.com.br,5,12,"R. Alaíde Nascimento de Lemos, 691 - Vila Lemos, Campinas - SP, 13100-453",https://maps.google.com/?cid=8256952627036268867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1382,JACOMETTI ENGENHARIA,Eng,Campinas,(19) 98143-5943,,,,"R. Mario Prunes, 55 - Sala 32 - Jardim Indianópolis, Campinas - SP, 13050-221",https://maps.google.com/?cid=5083653198434765199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1383,JC Engenharia Civil e Topografia,Eng,Campinas,(19) 98115-5731,,4,4,"R. Dr. Sales de Oliveira - Vila Industrial (Campinas), Campinas - SP, 13035-270",https://maps.google.com/?cid=12500729378419859277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1384,JEG - serviços de engenharia civil,Eng,Campinas,(19) 98141-8925,,2,1,"R. Donato Radomile, 71 - Jardim Chapadão, Campinas - SP, 13070-074",https://maps.google.com/?cid=16478441680639433657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1385,JLA Engenharia,Eng,Campinas,(19) 99218-6154,jlaengenharia.com.br,5,12,"Av. Mal. Rondon, 700 - Sl 416 - Jardim Chapadão, Campinas - SP, 13070-173",https://maps.google.com/?cid=3934414998641452444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1386,JM ENGENHARIA,Eng,Campinas,(19) 99407-7997,engenhariajm.com.br,5,1,"Rua Dr. Mamed Hussein 80. Jd. Satelite Iris I - Cidade Satélite Íris, Campinas - SP, 13059-647",https://maps.google.com/?cid=16602197795449049340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1387,JP Engenharia e Perícias - Campinas (Laudos Técnicos),Eng,Campinas,(19) 99238-8634,jpericiasengenharia.com.br,5,4,"Av. José de Sousa Campos, 1073 - Cambuí, Campinas - SP, 13025-320",https://maps.google.com/?cid=13871924146675623183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1388,JPC Engenharia - Materiais Elétricos e Hidráulicos. (Taiacamp),Eng,Campinas,(19) 99755-5693,engenhariajpc.com.br,5,52,"Av. Eng. Antônio Francisco de Paula Souza, 4101 - Jardim São Vicente, Campinas - SP, 13045-137",https://maps.google.com/?cid=11129285481748119708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1389,Juscilene de Oliveira Andrade Serviços de Engenharia Ltda,Eng,Campinas,(19) 99831-2699,,,,"R. Conceição, 233 - Sl 916 - Centro, Campinas - SP, 13010-050",https://maps.google.com/?cid=8942754229456037504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1390,KAS Engenharia Civil e contruções,Eng,Campinas,(19) 99581-7305,sites.google.com,,,"R. das Madressilvas, 41 - Jardim das Bandeiras, Campinas - SP, 13050-073",https://maps.google.com/?cid=279671125615587019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1391,LAUDOS TÉCNICOS DE ENGENHARIA - Rodrigues Almeida,Eng,Campinas,(19) 98392-9994,rodriguesalmeida.com.br,4.9,7,"R. Paulo César Fidélis, 39 - Lot. Res. Vila Bella, Campinas - SP, 13087-727",https://maps.google.com/?cid=94768195475605300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1392,LAUTAR ENGENHARIA,Eng,Campinas,(19) 98728-1514,linktr.ee,,,"R. Dra. Líbia Hermisa Grandineti Tórtima, 145 - Jardim Florence, Campinas - SP, 13059-028",https://maps.google.com/?cid=2177374396401569238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1393,LEMA ENGENHARIA CIVIL LTDA,Eng,Campinas,(19) 3294-1721,lemaengenhariacivil.com.br,5,15,"R. Dom Luiz Antônio de Souza, 626 - Jardim Proença, Campinas - SP, 13026-285",https://maps.google.com/?cid=1742387666654946019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1394,LM Consultoria e Engenharia.,Eng,Campinas,(19) 97133-1242,lmconsultoriaeengenharia.com.br,,,"R. São José do Rio Pardo, 286 - Jardim Nova Europa, Campinas - SP, 13040-087",https://maps.google.com/?cid=11309444225589684712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1395,LOS Engenharia e Projeto,Eng,Campinas,(19) 99857-2865,,,,"R. Alvari Silva dos Santos - Chacara de Recreio Santa Fe, Campinas - SP, 13064-872",https://maps.google.com/?cid=13207583921240078276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1396,"LP Soluções em Engenharia - ART e Laudo de Reforma, Ass. Condominial e Adm. Obra em Campinas",Eng,Campinas,(19) 99635-5191,linktr.ee,1,1,"R. Maria Mercedes Etter von Zuben, 151 - Jardim Anton von Zuben, Campinas - SP, 13044-503",https://maps.google.com/?cid=5818241107562380212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1397,Lattaro Engenharia,Eng,Campinas,(19) 3208-1112,lattaroengenharia.com.br,3.7,3,"Praça Capital - Av. José Rocha Bomfim, 214 - Lot. Center Santa Genebra, Campinas - SP, 13023-102",https://maps.google.com/?cid=18166399034169339894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1398,Laubenstein Engenharia,Eng,Campinas,(19) 3252-8966,laubenstein.eng.br,,,"R. Joaquim de Paula Souza, 661 - Jardim Proença, Campinas - SP, 13076-142",https://maps.google.com/?cid=1750899973077688258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1399,Logicamp Engenharia Ltda,Eng,Campinas,(19) 3258-2324,logicamp.com.br,4.5,11,"Av. Dona Júlia Conceição Alves, 697 - Conj. Hab. Santana II, Campinas - SP, 13105-760",https://maps.google.com/?cid=7982591610168225836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1400,Loreto Engenharia,Eng,Campinas,(19) 3256-1100,loretoengenharia.com.br,5,10,"R. Vital Brasil, 146 - Jardim Bela Vista, Campinas - SP, 13077-005",https://maps.google.com/?cid=15508774177150571966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1401,Lothus Engenharia,Eng,Campinas,(19) 3276-5758,lothusengenharia.com.br,4.9,69,"R. Frederico Ozanan, N°53 - Vila Joaquim Inacio, Campinas - SP, 13045-640",https://maps.google.com/?cid=13119985184995972435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1402,Lucas Araujo engenharia,Eng,Campinas,(19) 98966-9053,instagram.com,5,13,"R. Palmeira Seafórsia - Jardim Irmaos Sigrist, Campinas - SP, 13053-000",https://maps.google.com/?cid=9770636367375325231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1403,Lucas Wenceslau - Engenharia Civil,Eng,Campinas,(19) 98943-1301,,,,"R. Opus Dei, 13 - Dic V (Conjunto Hab. Chico Mendes), Campinas - SP, 13054-562",https://maps.google.com/?cid=17849214396448755109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1404,Luis Munari Engenharia,Eng,Campinas,(19) 99700-3730,,5,1,"R. Gustavo Ambrust, 36 - Cambuí, Campinas - SP, 13092-106",https://maps.google.com/?cid=607432044456493996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1405,Luma Engenharia,Eng,Campinas,(19) 3243-9244,lumaeng.com.br,4.8,13,"Av. João Erbolato, 662 - Jardim Chapadão, Campinas - SP, 13070-070",https://maps.google.com/?cid=920042545461724900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1406,Lume Engenharia e Projetos,Eng,Campinas,(19) 97159-5990,,5,2,"R. Dr. Plínio Barreto, 114 - Sala 03 - Taquaral, Campinas - SP, 13076-590",https://maps.google.com/?cid=16948374681816538241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1407,"Luren Engenharia, Perícias, Avaliações e Consultoria",Eng,Campinas,(19) 98444-2929,,,,"R. Prof. Mauricio Francisco Ceolin, 210 - Bl 5 401 - Jardim Bom Sucesso, Campinas - SP, 13045-260",https://maps.google.com/?cid=208535121224062709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1408,M&GEO Projetos de Engenharia,Eng,Campinas,(19) 3381-1819,megeo.com.br,5,4,"Bloco Londres - Av. José Rocha Bomfim, 214 - Sl 15 - Lot. Center Santa Genebra, Campinas - SP, 13080-650",https://maps.google.com/?cid=11753369886872021128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1409,MAP Engenharia Estrutural,Eng,Campinas,(19) 3396-7130,map.eng.br,,,"R. Antônio Jose Feltrin, 53 - Conj. Hab. Vila Santana (Sousas), Campinas - SP, 13105-055",https://maps.google.com/?cid=4794101944474297017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1410,MD Engenharia,Eng,Campinas,(19) 97412-4667,,,,"R. Laura Luíza Dias, 336 - Parque Santa Bárbara, Campinas - SP, 13064-430",https://maps.google.com/?cid=783308967141847269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1411,MDR ENGENHARIA,Eng,Campinas,(19) 99973-2884,,,,"R. Guerino Bortoloto, 36 - Jardim Santana, Campinas - SP, 13105-788",https://maps.google.com/?cid=9226558912570311873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1412,"MONTANO ENGENHARIA | Obras residenciais de alto padrão, obras corporativas, gestão de projetos construtivos.",Eng,Campinas,(19) 3292-3680,montanoengenharia.com.br,5,18,"Av. Princesa D'Oeste, 1645 - Bloco B - Sala 34 - Jardim Proença, Campinas - SP, 13026-137",https://maps.google.com/?cid=5014019394854795582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1413,MP Engenharia Civil,Eng,Campinas,(19) 3232-2338,mpengcivil.com.br,5,2,"R. Barata Ribeiro, 338 - Vila Itapura, Campinas - SP, 13023-030",https://maps.google.com/?cid=17763246283655713579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1414,MRV Engenharia,Eng,Campinas,(19) 3512-1800,mrv.com.br,3.9,112,"Av. Dr. Jesuíno Marcondes Machado, 505 - Nova Campinas, Campinas - SP, 13092-108",https://maps.google.com/?cid=156158597386414360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1415,MZ Barros Engenharia e Projetos Elétricos,Eng,Campinas,(19) 3385-2721,mzbarros.com.br,,,"Av. Francisco Glicério, 307 - Vila Lidia, Campinas - SP, 13026-501",https://maps.google.com/?cid=14745677450254750314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1416,Manager Engenharia Ltda,Eng,Campinas,(19) 3253-0990,managernet.com.br,5,1,"Av. Antônio Artioli, 570 - Sala 223 - Swiss Park, Campinas - SP, 13149-900",https://maps.google.com/?cid=1775459201235100687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1417,Marchezi Engenharia,Eng,Campinas,(19) 3029-3242,marcheziengenharia.com.br,4.7,14,"Rua: Regente Feijó, 221 - Sl 73 - Vila Lidia, Campinas - SP, 13026-505",https://maps.google.com/?cid=18059735342158567099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1418,Mascherpe Engenharia,Eng,Campinas,(19) 99924-3445,,5,7,"Rua Aguaçu - Lot. Alphaville Campinas, Campinas - SP, 13098-321",https://maps.google.com/?cid=14831861632587382134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1419,Masterplan Engenharia,Eng,Campinas,(19) 3234-1318,masterplanengenharia.com.br,5,4,"R. Proença, 1117 - Bosque, Campinas - SP, 13026-121",https://maps.google.com/?cid=3123129070947571066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1420,Matos Ponce Engenharia,Eng,Campinas,(19) 3276-2022,matosponce.com.br,4.8,71,"Avenida Antônio Artioli, 570 - Sala 06 - Swiss Park Office, Campinas - SP 13049-253 - Bl F Loja 06 - Swiss Park, Campinas - SP, 13049-900",https://maps.google.com/?cid=17062121916833949914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1421,Meal Engenharia,Eng,Campinas,(19) 99798-3689,meal.eng.br,3.7,3,"R. da Glória, 535 - Sousas, Campinas - SP, 13104-098",https://maps.google.com/?cid=3545077761166291141&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1422,Meta Engenharia e Serviços,Eng,Campinas,(19) 99173-2131,,4.6,9,"Av. Mal. Rondon, 1912 - Sl 5 - Jardim Chapadão, Campinas - SP, 13070-172",https://maps.google.com/?cid=8267092282802811974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1423,Mixplan Engenharia,Eng,Campinas,(19) 98133-3370,mixplanengenharia.com.br,,,"R. Elias de Souza Vieira, 04 - Jardim Florence, Campinas - SP, 13059-173",https://maps.google.com/?cid=11351709635288301290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1424,Monte Castelo | Execução e Engenharia,Eng,Campinas,(11) 93477-9072,montecasteloeng.com.br,,,"R. Dr. Quirino, 1562 - Sl 11 e 31 - Centro, Campinas - SP, 13015-082",https://maps.google.com/?cid=11546310661828358784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1425,MÍCOLI - PROJETOS ESTRUTURAIS,Eng,Campinas,(19) 99483-1916,,,,"R. Sizinio de Camargo - Vila Carminha, Campinas - SP, 13045-420",https://maps.google.com/?cid=14661195064044190837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1426,Neos Engenharia - Manutenção Predial,Eng,Campinas,(19) 99357-2247,neosengenharia.com.br,5,1,"R. João José Pereira, 101 - Jardim Aero Continental, Campinas - SP, 13050-140",https://maps.google.com/?cid=2797778163791908871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1427,Netimport Engenharia,Eng,Campinas,(19) 2513-6226,,5,1,"R. Luzitana, 84 - Centro, Campinas - SP, 13015-122",https://maps.google.com/?cid=13143107198515034972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1428,Nivel Certo Engenharia,Eng,Campinas,(19) 99667-6236,wa.me,,,"R. Virgínio Manfron, 107 - Chacara de Recreio Santa Fe, Campinas - SP, 13064-871",https://maps.google.com/?cid=18147637423703670151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1429,PILAZI ENGENHARIA,Eng,Campinas,(19) 99969-7557,pilazi.com.br,5,208,"Rua Cristovan Bonini, 699 - Jardim Proença, Campinas - SP, 13100-414",https://maps.google.com/?cid=17835110189138990637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1430,PJL Engenharia,Eng,Campinas,(19) 99856-6784,pjlengenharia.com,,,"R. Dna Concheta Pádula, 226 - Jardim Aurelia, Campinas - SP, 13033-020",https://maps.google.com/?cid=6816202741529429898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1431,PLAFON Engenharia e Energia Solar,Eng,Campinas,(19) 99283-0245,plafonengenharia.com.br,5,188,"R. Salvador Allende, 334 - Jardim Nova Esperanca, Campinas - SP, 13058-489",https://maps.google.com/?cid=6458253972536333863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
1432,Parro Engenharia & Projetos,Eng,Campinas,(19) 99277-0453,parroengenhariaeprojetos.com.br,5,3,"R. Ferreira Penteado, 709 - Sl 62 - Centro, Campinas - SP, 13010-041",https://maps.google.com/?cid=3673143133958588349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
