#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
3501,MGM Arquitetura,Arq,Sao Paulo,(11) 2950-2205,mgmarquitetura.com.br,4.4,17,"Rua Capitão Rabelo, 645 - Jardim São Paulo, São Paulo - SP, 02039-010",https://maps.google.com/?cid=10758416129175546555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3502,MICHALOSKEY ARQUITETURA,Arq,Sao Paulo,(11) 99751-6667,michaloskeyarq.com.br,5,1,"R. José Ramon Urtiza, 965 - Panamby, São Paulo - SP, 05717-270",https://maps.google.com/?cid=6260518081657517946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3503,MIRROR - Arquitetura & Reformas,Arq,Sao Paulo,(11) 3984-6169,mirrorarquitetura.com.br,4.5,15,"R. Roque de Morais, 131 - Limão, São Paulo - SP, 02721-031",https://maps.google.com/?cid=11044744141815597162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3504,MIS Arquitetura,Arq,Sao Paulo,(11) 2157-4156,mis.arq.br,5,49,"Neo Corporate Offices - R. Enxovia, 472 - cj. 1109 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04711-030",https://maps.google.com/?cid=1617943630559036967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3505,MIndu Arquitetura,Arq,Sao Paulo,(11) 98966-4572,minduarquitetura.com.br,,,"Morumbi, São Paulo - SP, 05513-400",https://maps.google.com/?cid=775417214079329096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3506,MMDRESS Arquitetura e Interiores,Arq,Sao Paulo,(11) 94363-7873,mmdress.arq.br,4.7,43,"Av. Nazaré, 1729 - Ipiranga, São Paulo - SP, 04263-200",https://maps.google.com/?cid=15095946449182362317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3507,MN Arquitetura e Interiores,Arq,Sao Paulo,(11) 5574-1274,mninteriores.com.br,5,4,"R. Mariana Corrêa, 108 - Jardim Paulistano, São Paulo - SP, 01444-000",https://maps.google.com/?cid=15165468557212187595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3508,MNBR ARQUITETOS,Arq,Sao Paulo,(11) 93308-1018,mnbrarquitetos.com,5,2,"Av. Paulista, 2644 - Sl 71 - Bela Vista, São Paulo - SP, 01310-300",https://maps.google.com/?cid=4946814785452393397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3509,MNT | arquitetura e interiores,Arq,Sao Paulo,,,,,"R. Altíno Silva, 108 - Parque Casa de Pedra, São Paulo - SP, 02319-110",https://maps.google.com/?cid=15581746245974496448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3510,MOA ARQUITETURA,Arq,Sao Paulo,(11) 5044-0269,moa-arq.com.br,5,7,"R. Dr. Cândido Espinheira, 396 - Cj.104 - Perdizes, São Paulo - SP, 05021-001",https://maps.google.com/?cid=4220722821482201944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3511,MOANA ARQUITETURA,Arq,Sao Paulo,(11) 2892-2964,moanaarquitetura.com,4,4,"R. Manuel da Nóbrega, 354 - Paraíso, São Paulo - SP, 04001-001",https://maps.google.com/?cid=12465940153029542223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3512,MOBIACESSI ARQUITETURA,Arq,Sao Paulo,(11) 96639-1445,mobiacessi.com.br,5,2,"Edifício Lister Tower - R. Gen. Sócrates, 216 - Sala 146 - Penha de França, São Paulo - SP, 03632-040",https://maps.google.com/?cid=5472871568389966431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3513,MONIK ARQUITETURA E INTERIORES,Arq,Sao Paulo,(11) 97056-7761,docs.google.com,5,11,"R. Epitácio Pessoa, 87 - Vila Buarque, São Paulo - SP, 01220-030",https://maps.google.com/?cid=3501021226403444718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3514,MONO arquitetos,Arq,Sao Paulo,(11) 3832-5216,monoarquitetos.com.br,5,1,"R. Cel. Botelho, 103 - Alto da Lapa, São Paulo - SP, 05088-020",https://maps.google.com/?cid=15423045950330849322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3515,MONTAGEM ARQUITETOS ASSOCIADOS,Arq,Sao Paulo,(11) 97100-3650,montagem.com.br,5,1,"R. das Rosas, 761 - Mirandópolis, São Paulo - SP, 04048-001",https://maps.google.com/?cid=16850613374068310340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3516,MOPA Arquitetura,Arq,Sao Paulo,(11) 3637-6865,mopa.arq.br,5,4,"R. Joel Jorge de Melo, 98 - Vila Mariana, São Paulo - SP, 04128-080",https://maps.google.com/?cid=7249731098199452578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3517,MORI CHUN ARQUITETURA E ENGENHARIA,Arq,Sao Paulo,(11) 3619-3759,morichun.com.br,5,4,"Av. Nicolas Boer, 399 - Água Branca, São Paulo - SP, 05036-040",https://maps.google.com/?cid=4560373790999998528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3518,MOUVE ARQUITETURA,Arq,Sao Paulo,(11) 99944-3719,mouve.arq.br,5,2,"Av. Rouxinol, 84 - conjunto 21 - Moema, São Paulo - SP, 04516-000",https://maps.google.com/?cid=15880960923099638365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3519,MP Arcon - Escritório de Arquitetura e Urbanismo,Arq,Sao Paulo,(11) 99474-7799,mparcon.com.br,,,"R. Albert Cuyp, 34B - Jaguaré, São Paulo - SP, 05334-010",https://maps.google.com/?cid=13522841071442195621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3520,MP Projetos e Arquitetura,Arq,Sao Paulo,(11) 97444-5546,instagram.com,,,"Av. Raimundo Pereira de Magalhães, 2239 - Jardim Iris, São Paulo - SP, 05145-000",https://maps.google.com/?cid=6765904592911982750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3521,MP7 Arquitetura,Arq,Sao Paulo,(11) 2369-8007,,5,2,"Conjunto 708 192 - R. Ezequiel Freire - Santana, São Paulo - SP, 02034-000",https://maps.google.com/?cid=7261042750615672496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3522,MPaoliello Arquitetura Legal - Aprovações e Regularizações de Imóveis - Desde 1996,Arq,Sao Paulo,(11) 96497-9465,mpaoliello.com.br,5,49,"Rua Padre Bruno Ricco, 441 - Parque São Lucas, São Paulo - SP, 03238-050",https://maps.google.com/?cid=2792748915353824823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3523,MPlan Arquitetura e Planejamentos,Arq,Sao Paulo,(11) 94247-9736,mplanarq.com.br,5,12,"Av. Eng. Caetano Álvares, 3411 - Sl 14 - Limão, São Paulo - SP, 02415-001",https://maps.google.com/?cid=4833917916803502434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3524,MT Arquitetos,Arq,Sao Paulo,(11) 99776-5770,,,,"R. Gen. Porfírio da Paz, 1350 - Vila Fatima, São Paulo - SP, 03918-000",https://maps.google.com/?cid=16136955785048706561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3525,MUSIVA design & arquitetura,Arq,Sao Paulo,(11) 4235-1401,musivadesign.com,5,1,"R. Castro Alves, 744 - Aclimação, São Paulo - SP, 01532-000",https://maps.google.com/?cid=526509696212495123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3526,MV Obras Engenharia & Arquitetura,Arq,Sao Paulo,(11) 91572-5369,mvobras.com.br,5,10,"Av. Marquês de S. Vicente, 230 - 18º Andar - Barra Funda, São Paulo - SP, 01139-000",https://maps.google.com/?cid=2467339244033363681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3527,MW Arquitetura,Arq,Sao Paulo,(11) 98245-1304,mw.arq.br,5,32,"Av. Ibirapuera, 2033 - Indianópolis, São Paulo - SP, 04029-100",https://maps.google.com/?cid=7048461283001835136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3528,MWARQ - Marcela Wandenkolk Arquitetura e Interiores,Arq,Sao Paulo,(11) 96310-6580,marcelawandenkolk.com.br,5,11,"Rua Cayowaá, 759 - Conj 85 - Perdizes, São Paulo - SP, 05018-001",https://maps.google.com/?cid=16137270365329428453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3529,Mac Arquitetura & Construções | Reformas e Construçōes em São Paulo,Arq,Sao Paulo,(11) 94759-6342,macarq.com.br,4.8,70,"Av. Roque Petroni Júnior, 999 - Brooklin, São Paulo - SP, 04707-000",https://maps.google.com/?cid=709863539666913259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3530,Macaxa Arquitetura,Arq,Sao Paulo,(11) 98206-9864,macaxaarquitetura.com.br,5,2,"R. Dr. Nicolau de Sousa Queirós, 502 - Aclimação, São Paulo - SP, 04105-001",https://maps.google.com/?cid=14453785528518663455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3531,Macro Arquitetos,Arq,Sao Paulo,(11) 4172-1031,macroarq.com,5,1,"Av. Angélica, 2632 - Higienópolis, São Paulo - SP, 01228-200",https://maps.google.com/?cid=4212896575679210113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3532,Magno Moreira Arquitetura,Arq,Sao Paulo,(11) 94790-5495,magnomoreiraarquitetura.com.br,4.3,12,"Av. São Miguel, 6825 - Sala 1 - Vila Norma, São Paulo - SP, 08070-002",https://maps.google.com/?cid=7269764534782044762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3533,Mais Um Canto Arquitetura e Engenharia,Arq,Sao Paulo,(11) 97583-3808,mais-um-canto-arquitetura-e-engenharia.ueniweb.com,5,1,"Jardim Analia Franco, São Paulo - SP, 03335-120",https://maps.google.com/?cid=7558557789793683539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3534,Maison Arquitetura e Reforma,Arq,Sao Paulo,(11) 94259-7282,maisonarquitetura.com.br,4.6,11,"Rua Dr. Luiz Migliano, 1986 - Morumbi, São Paulo - SP, 05711-001",https://maps.google.com/?cid=11400745562024310497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3535,Mak Studio Arquitetura e Interiores,Arq,Sao Paulo,(11) 99469-9460,makstudio.com.br,,,"Tv. Álvaro Medina - Barra Funda, São Paulo - SP, 05033-120",https://maps.google.com/?cid=15136573393382203317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3536,Make it – Arquitetura Cenográfica,Arq,Sao Paulo,(11) 94734-6263,mktit.com.br,5,1,"R. Freire Farto, 473 - Jabaquara, São Paulo - SP, 04343-120",https://maps.google.com/?cid=16610485897504334780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3537,Makét - Arquitetura & Engenharia,Arq,Sao Paulo,(11) 97712-4251,,,,"Av. Dom Azeredo Coutinho, 519 - Jardim Vila Formosa, São Paulo - SP, 03470-030",https://maps.google.com/?cid=11029937672843501891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3538,Malavazzi Arquitetura,Arq,Sao Paulo,(11) 98235-3425,malavazziarquitetura.com.br,4.8,35,"Av. Mofarrej, 1500 - Apto 64 E - Vila Leopoldina, São Paulo - SP, 05311-000",https://maps.google.com/?cid=15374695520227316576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3539,Malka Arquitetura,Arq,Sao Paulo,(11) 99165-2995,malkaarquiteturasp.com.br,4.7,13,"R. Dr. Neto de Araújo, 320 - Sl 1304 - Vila Mariana, São Paulo - SP, 04111-001",https://maps.google.com/?cid=13398335853091805520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3540,Malki Arquitetura,Arq,Sao Paulo,(11) 5052-9669,malkiarquitetura.com.br,5,7,"Av. Jandira, 295 - Conj. 108 - Moema, São Paulo - SP, 04080-001",https://maps.google.com/?cid=7260485812126505126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3541,Manah Arquitetura,Arq,Sao Paulo,(11) 98174-6158,manaharquitetura.com.br,5,8,"R. Diana, 89 - Perdizes, São Paulo - SP, 05019-000",https://maps.google.com/?cid=17535062877975055715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3542,Manuela Marques Arquitetura,Arq,Sao Paulo,(11) 94745-4888,,,,"L. Padre Péricles, 145 - conj. 81 - Barra Funda, São Paulo - SP, 01156-040",https://maps.google.com/?cid=1496632773566882272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3543,Maraccini Arquitetura,Arq,Sao Paulo,(11) 94604-0494,maracciniarquitetura.com.br,,,"R. Isaac Krasilchik - Jardim das Perdizes, São Paulo - SP, 05036-165",https://maps.google.com/?cid=6823378906349774561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3544,Marc. - Marcondes Interiores,Arq,Sao Paulo,(11) 96328-8453,marcondesinteriores.com,5,3,"Rua dos Curupiás, 196 - Parque Jabaquara, São Paulo - SP, 04344-050",https://maps.google.com/?cid=9708001175333045281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3545,MarcHouse 3D Arquitetura,Arq,Sao Paulo,(11) 96926-1268,,,,"Av. do Rio Pequeno, 120 - Butantã, São Paulo - SP, 05379-000",https://maps.google.com/?cid=16773058729634370876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3546,Marcel Engenharia & Arquitetura,Arq,Sao Paulo,(11) 98521-7164,,5,1,"Av. Sebastião Henriques, 448 - Limão, São Paulo - SP, 02723-050",https://maps.google.com/?cid=8187385299505607990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3547,Marcela Cardoso - Arquitetura & Interiores,Arq,Sao Paulo,(11) 94031-0330,arqmarcelacardoso.wixsite.com,5,3,"Alameda Jauaperi, 1411 - Moema, São Paulo - SP, 04523-015",https://maps.google.com/?cid=13296294207197659428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3548,Marcela Fazio | Arquiteta em São Paulo,Arq,Sao Paulo,,marcelafazio.com,5,4,"Rua Cônego Roque Viggiano, 76 - Itaim Bibi, São Paulo - SP, 04532-030",https://maps.google.com/?cid=447359367820640406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3549,Marcela Penteado Arquitetos,Arq,Sao Paulo,(11) 2925-8303,instagram.com,5,18,"R. Bandeira Paulista, 716 - Conj 12 - Itaim Bibi, São Paulo - SP, 04532-002",https://maps.google.com/?cid=4231092862880091240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3550,Marcela Rocca Arquitetura & Interiores,Arq,Sao Paulo,(11) 99617-8941,marcelarocca.com.br,5,18,"Av. Paulista, 1471 - Conj 511 CP 2804 - Bela Vista, São Paulo - SP, 01311-927",https://maps.google.com/?cid=17009041719003467791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3551,Marcelo Bartolo Arquitetos,Arq,Sao Paulo,(11) 5083-0054,marcelobartolo.arq.br,3.9,7,"Rua Vergueiro, 2016 - Vila Mariana, São Paulo - SP, 04102-000",https://maps.google.com/?cid=5435977643344094947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3552,Marcia Motomatsu Arquitetura e Interiores,Arq,Sao Paulo,(11) 98922-9329,marciamotomatsu.com.br,5,51,"Rua Professor Carlo Bruneti - Jardim Franca, São Paulo - SP, 02339-100",https://maps.google.com/?cid=2361649279551289854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3553,Marco Antonio - Arquitetura e Engenharia,Arq,Sao Paulo,(11) 98082-0040,,,,"Av. São Miguel, 791 - 1º andar - sala 03 - Vila Marieta, São Paulo - SP, 03619-000",https://maps.google.com/?cid=17279022771444147959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3554,Marcos & Farina Arquitetos LTDA,Arq,Sao Paulo,(11) 5071-0360,mfarina.com.br,4.5,20,"Rua: Ouvidor Peleja, 772 - Vila Mariana, São Paulo - SP, 04128-001",https://maps.google.com/?cid=3914547575418976176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3555,Marcos Peruzzi Arquitetos,Arq,Sao Paulo,(11) 3721-2230,marcosperuzzi.com,,,"R. Francisco Perroti, 427B - Butantã, São Paulo - SP, 05531-000",https://maps.google.com/?cid=5368401155844712656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3556,Marcus Tezzin – Arquitetura,Arq,Sao Paulo,(11) 5083-6129,mtezzinarq.com,5,7,"EENU - Espaço Empresarial Nações Unidas - R. Verbo Divino, 2001 - Santo Amaro, São Paulo - SP, 04719-002",https://maps.google.com/?cid=5587048259222354182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3557,Mardy Arquitetura e Engenharia,Arq,Sao Paulo,(11) 97211-3370,instagram.com,3,2,"R. José Neves, 325 - Vila Sao Paulo, São Paulo - SP, 04650-140",https://maps.google.com/?cid=7267958892759616589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3558,Mari Reis Arquitetura e Interiores,Arq,Sao Paulo,,,5,2,"Rua Canuto Luiz do Nascimento, 364 - Jardim Capelinha, São Paulo - SP, 05850-140",https://maps.google.com/?cid=1878183166782281268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3559,Mariana Alvarenga Arquitetura e Interiores,Arq,Sao Paulo,(11) 93091-6079,instagram.com,5,2,"R. Me. Cabrini, 186 - Sl 02 - Vila Mariana, São Paulo - SP, 04020-001",https://maps.google.com/?cid=6707814873835600037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3560,Maricy Marcos Borges Arquitetura,Arq,Sao Paulo,(11) 3807-6353,maricymarcosborges.com.br,5,2,"Quebec - Av. Major Sílvio de Magalhães Padilha, 5200 - Vila Morumbi, São Paulo - SP, 05693-000",https://maps.google.com/?cid=15085992634036715990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3561,Marina Carvalho Arquitetura,Arq,Sao Paulo,(11) 99126-1924,marinacarvalho.com,4.3,16,"Alameda Lorena, 427 - Conj 56 - Jardim Paulista, São Paulo - SP, 01424-000",https://maps.google.com/?cid=3119822823771068436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3562,Marina Frota Arquitetura e Interiores,Arq,Sao Paulo,(11) 99466-0008,instagram.com,5,40,"R. Iperoig, 714 - Perdizes, São Paulo - SP, 05016-000",https://maps.google.com/?cid=16721682760775273665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3563,Marina Schaffman Arquitetura e Interiores,Arq,Sao Paulo,(11) 91916-5184,marinaschaffman.com,5,9,"R. Barão do Triunfo, 427 - Conj 709 - Brooklin Novo, São Paulo - SP, 04602-002",https://maps.google.com/?cid=11918216952509719586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3564,Mario Catani - Arquiteto,Arq,Sao Paulo,(11) 3129-8789,mariocatani.com,3,1,"R. da Consolação, 2270 - 7° 704 - Consolação, São Paulo - SP, 01301-000",https://maps.google.com/?cid=11303344656064035175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3565,Marisa Haddad - Arquitetura e Construção,Arq,Sao Paulo,(11) 3714-5869,marisahaddad.com.br,4.3,6,"Av. Dr. Cândido Motta Filho, 102 - Cidade São Francisco, São Paulo - SP, 05339-003",https://maps.google.com/?cid=12292363463785224387&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3566,Marisol Arquitetura,Arq,Sao Paulo,(11) 97573-1890,marisolarquitetura.com,5,10,"R. Cerro Corá, 2175 - CJ517 - Alto De Pinheiros, São Paulo - SP, 05061-450",https://maps.google.com/?cid=11912360394738724382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3567,"Markarquitetura | Construção, Arquitetura e Gerenciamento de Obras",Arq,Sao Paulo,(11) 3086-3006,markarquitetura.com.br,4.7,7,"R. Butantã, 461 - Pinheiros, São Paulo - SP, 05424-140",https://maps.google.com/?cid=18360083965938134630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3568,Marta Martins Arquitetura,Arq,Sao Paulo,,martamartins.com.br,3.5,10,"Torre Tarumã - Av. das Nações Unidas, 14401 - Sl 1605 - Chácara Santo Antônio, São Paulo - SP, 04794-000",https://maps.google.com/?cid=16036036990697368775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3569,Marta Tamura Arquitetura,Arq,Sao Paulo,(11) 2273-3194,martatamura.com.br,,,"R. Bom Pastor, 2100 - CONJ. 411 - Ipiranga, São Paulo - SP, 04203-002",https://maps.google.com/?cid=10167904719601435450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3570,Martha Gavião Arquitetos Associados,Arq,Sao Paulo,(11) 3088-0033,marthagaviao.com.br,5,1,"R. Teodoro Sampaio, 417 - Conj 13 - Pinheiros, São Paulo - SP, 05405-000",https://maps.google.com/?cid=17225798889650283556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3571,Massi Arquitetura,Arq,Sao Paulo,(11) 91547-3076,massiarquitetura.com,5,5,"R. Mário de Andrade, 48 - Pacaembu, São Paulo - SP, 01154-060",https://maps.google.com/?cid=760774076382723312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
3572,Mateus Construtora e Arquitetura,Arq,Sao Paulo,(11) 2231-4750,mateusconstrutora.com.br,4.8,5,"Av. Parada Pinto, 2384 - Vila Nova Cachoeirinha, São Paulo - SP, 02611-002",https://maps.google.com/?cid=13804149207100579180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
